Date,Predicted_Close,Upper_Bound,Lower_Bound
2026-03-16,6.3578,6.6102,6.1054
2026-03-17,6.3212,6.5722,6.0702
2026-03-18,6.2846,6.5341,6.0351
2026-03-19,6.2479,6.4959,5.9999
2026-03-20,6.2113,6.4579,5.9647
2026-03-23,6.1746,6.4197,5.9295
2026-03-24,6.138,6.3817,5.8943
2026-03-25,6.1014,6.3436,5.8592
2026-03-26,6.0647,6.3055,5.8239
2026-03-27,6.0281,6.2674,5.7888
2026-03-30,5.9915,6.2294,5.7536
2026-03-31,5.9548,6.1912,5.7184
2026-04-01,5.9182,6.1532,5.6832
2026-04-02,5.8816,6.1151,5.6481
