Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-15 00:00:00-04:00,66.51000213623047,67.19999694824219,66.3499984741211,67.0199966430664,66.2631607055664,16203100,0.0,0.0
2025-09-16 00:00:00-04:00,67.0199966430664,67.37999725341797,66.55000305175781,66.93000030517578,66.17417907714844,18019300,0.0,0.0
2025-09-17 00:00:00-04:00,67.0,67.87999725341797,66.37999725341797,67.72000122070312,66.95525360107422,18652100,0.0,0.0
2025-09-18 00:00:00-04:00,67.9000015258789,68.76000213623047,67.4800033569336,68.68000030517578,67.9044189453125,20279000,0.0,0.0
2025-09-19 00:00:00-04:00,68.91999816894531,68.91999816894531,67.18000030517578,68.20999908447266,67.43972778320312,47822500,0.0,0.0
2025-09-22 00:00:00-04:00,67.86000061035156,68.0,67.30000305175781,67.75,66.98492431640625,20396700,0.0,0.0
2025-09-23 00:00:00-04:00,67.58000183105469,68.22000122070312,67.06999969482422,67.54000091552734,66.77729034423828,22240000,0.0,0.0
2025-09-24 00:00:00-04:00,67.69999694824219,67.86000061035156,66.88999938964844,67.31999969482422,66.55977630615234,17433100,0.0,0.0
2025-09-25 00:00:00-04:00,67.31999969482422,68.23999786376953,67.11000061035156,67.8499984741211,67.08378601074219,22351700,0.0,0.0
2025-09-26 00:00:00-04:00,67.87000274658203,67.91000366210938,66.8499984741211,67.22000122070312,66.46090698242188,15077400,0.0,0.0
2025-09-29 00:00:00-04:00,67.72000122070312,67.94999694824219,67.44000244140625,67.72000122070312,66.95525360107422,14358300,0.0,0.0
2025-09-30 00:00:00-04:00,67.70999908447266,68.7699966430664,67.69000244140625,68.41999816894531,67.64735412597656,20498900,0.0,0.0
2025-10-01 00:00:00-04:00,67.9000015258789,68.81999969482422,67.69000244140625,68.75,67.97362518310547,15530700,0.0,0.0
2025-10-02 00:00:00-04:00,69.18000030517578,69.48999786376953,68.26000213623047,68.30999755859375,67.53858947753906,15708300,0.0,0.0
2025-10-03 00:00:00-04:00,67.94999694824219,68.58000183105469,67.6500015258789,67.91999816894531,67.55848693847656,11113200,0.41,0.0
2025-10-06 00:00:00-04:00,68.44000244140625,68.94999694824219,67.80999755859375,68.91000366210938,68.54322814941406,21952700,0.0,0.0
2025-10-07 00:00:00-04:00,68.91999816894531,69.22000122070312,68.44000244140625,68.98999786376953,68.62279510498047,16493200,0.0,0.0
2025-10-08 00:00:00-04:00,69.80999755859375,70.76000213623047,69.0,70.33000183105469,69.9556655883789,34246300,0.0,0.0
2025-10-09 00:00:00-04:00,70.30999755859375,70.62000274658203,69.02999877929688,69.95999908447266,69.58763122558594,21209500,0.0,0.0
2025-10-10 00:00:00-04:00,70.41000366210938,70.80999755859375,67.88999938964844,67.94000244140625,67.57838439941406,20961500,0.0,0.0
2025-10-13 00:00:00-04:00,68.55000305175781,68.88999938964844,67.12999725341797,67.45999908447266,67.10093688964844,14127900,0.0,0.0
2025-10-14 00:00:00-04:00,67.11000061035156,69.16000366210938,66.80999755859375,68.66000366210938,68.2945556640625,15402000,0.0,0.0
