Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-15 00:00:00-04:00,18.8799991607666,18.934999465942383,18.520000457763672,18.59000015258789,17.962984085083008,5938300,0.0,0.0
2025-09-16 00:00:00-04:00,18.56999969482422,18.709999084472656,18.309999465942383,18.549999237060547,17.924331665039062,8927800,0.0,0.0
2025-09-17 00:00:00-04:00,18.5,18.920000076293945,18.39900016784668,18.549999237060547,17.924331665039062,8118200,0.0,0.0
2025-09-18 00:00:00-04:00,18.889999389648438,19.288999557495117,18.739999771118164,19.09000015258789,18.44611930847168,7430600,0.0,0.0
2025-09-19 00:00:00-04:00,19.149999618530273,19.25,18.885000228881836,18.899999618530273,18.262527465820312,10955800,0.0,0.0
2025-09-22 00:00:00-04:00,18.709999084472656,18.75,18.479999542236328,18.520000457763672,17.89534568786621,5647100,0.0,0.0
2025-09-23 00:00:00-04:00,18.520000457763672,18.985000610351562,18.520000457763672,18.639999389648438,18.011295318603516,7538800,0.0,0.0
2025-09-24 00:00:00-04:00,18.729999542236328,18.777999877929688,17.280000686645508,17.290000915527344,16.706830978393555,14623700,0.0,0.0
2025-09-25 00:00:00-04:00,17.200000762939453,17.405000686645508,17.01099967956543,17.360000610351562,16.774471282958984,8944500,0.0,0.0
2025-09-26 00:00:00-04:00,17.34000015258789,17.829999923706055,17.34000015258789,17.760000228881836,17.160978317260742,7308000,0.0,0.0
2025-09-29 00:00:00-04:00,17.899999618530273,17.9950008392334,17.469999313354492,17.559999465942383,16.967723846435547,5540300,0.0,0.0
2025-09-30 00:00:00-04:00,17.520000457763672,17.579999923706055,16.299999237060547,16.93000030517578,16.35897445678711,18368900,0.0,0.0
2025-10-01 00:00:00-04:00,16.639999389648438,16.774999618530273,16.1200008392334,16.139999389648438,15.59561824798584,14872900,0.0,0.0
2025-10-02 00:00:00-04:00,16.18000030517578,16.219999313354492,15.75,16.049999237060547,15.50865364074707,21775600,0.0,0.0
2025-10-03 00:00:00-04:00,16.34000015258789,16.3700008392334,16.030000686645508,16.270000457763672,15.721234321594238,13058900,0.0,0.0
2025-10-06 00:00:00-04:00,16.489999771118164,16.559999465942383,16.024999618530273,16.520000457763672,15.96280288696289,14434100,0.0,0.0
2025-10-07 00:00:00-04:00,16.6299991607666,16.829999923706055,16.110000610351562,16.110000610351562,15.566631317138672,9808800,0.0,0.0
2025-10-08 00:00:00-04:00,16.219999313354492,16.655000686645508,16.03499984741211,16.510000228881836,15.95313835144043,13257800,0.0,0.0
2025-10-09 00:00:00-04:00,16.549999237060547,16.62700080871582,15.899999618530273,16.25,15.701908111572266,16521000,0.0,0.0
2025-10-10 00:00:00-04:00,16.270000457763672,16.295000076293945,15.414999961853027,15.4399995803833,14.919228553771973,14832900,0.0,0.0
2025-10-13 00:00:00-04:00,15.75,16.190000534057617,15.604999542236328,16.1200008392334,15.5762939453125,12212700,0.0,0.0
2025-10-14 00:00:00-04:00,15.84000015258789,17.0,15.800000190734863,16.760000228881836,16.1947078704834,11749800,0.0,0.0
